Simulation,elapsed_time
0,13.14292025566101
1,13.55604100227356
2,13.199678421020508
3,12.441422939300537
4,12.36541199684143
5,12.964213371276855
6,12.420835494995117
7,12.246082305908203
8,12.164530038833618
9,12.682167530059814
10,12.518474817276001
11,12.789429426193237
12,13.304555177688599
13,12.479697942733765
14,12.349322319030762
15,12.318591356277466
16,12.458500146865845
17,12.502487897872925
18,12.380576610565186
19,12.496151685714722
20,12.473572254180908
21,12.539184331893921
22,12.50838828086853
23,12.99941349029541
24,12.803702592849731
25,12.867659568786621
26,12.69737434387207
27,12.615259885787964
28,12.91317343711853
29,10.98323941230774
30,11.04635214805603
31,10.906039714813232
32,10.957806587219238
33,10.884530544281006
34,12.930867671966553
35,10.853630542755127
36,10.971811771392822
37,10.99992561340332
38,11.035404682159424
39,10.999507665634155
40,10.975065469741821
41,10.892773151397705
42,11.260960578918457
43,10.957380533218384
44,10.90286922454834
45,13.256042003631592
46,13.426501989364624
47,13.200853824615479
48,13.004220247268677
49,13.285682201385498
