Simulation,elapsed_time
0,15.178085803985596
1,13.80853009223938
2,13.584111452102661
3,13.717857122421265
4,13.706806898117065
5,13.802821159362793
6,13.489555597305298
7,13.54293179512024
8,13.53501844406128
9,13.634471416473389
10,13.623510599136353
11,17.092448949813843
12,15.195543050765991
13,13.645269870758057
14,14.12299656867981
15,13.806949615478516
16,13.484211206436157
17,20.00236964225769
18,13.70025086402893
19,17.067442178726196
20,13.584847688674927
21,13.515568733215332
22,13.74247431755066
23,13.7346773147583
24,13.608025550842285
25,13.822726011276245
26,13.575078248977661
27,13.541029453277588
28,13.777025938034058
29,13.5627601146698
30,16.798564195632935
31,13.557902574539185
32,13.493181228637695
33,13.6692054271698
34,13.441905975341797
35,13.417481660842896
36,13.50188684463501
37,16.77225375175476
38,16.787250757217407
39,13.673049211502075
40,14.12017011642456
41,15.226982355117798
42,14.574444055557251
43,14.677274465560913
44,14.944989442825317
45,13.406455755233765
46,13.517817497253418
47,15.016645431518555
48,13.582725048065186
49,13.587998628616333
