Simulation,elapsed_time
0,1.331063985824585
1,1.3550665378570557
2,1.3602590560913086
3,1.3931670188903809
4,1.3932859897613525
5,1.4515290260314941
6,1.2758820056915283
7,1.4309453964233398
8,1.3562872409820557
9,1.3990223407745361
10,1.3519213199615479
11,1.4287350177764893
12,1.4368014335632324
13,1.3879895210266113
14,1.2715106010437012
15,1.4501984119415283
16,1.5663788318634033
17,1.3995189666748047
18,1.341775894165039
19,1.338710069656372
20,1.3957431316375732
21,1.3610398769378662
22,1.3750965595245361
23,1.3997397422790527
24,1.3711061477661133
25,1.4001495838165283
26,1.4605910778045654
27,1.4026014804840088
28,1.403937578201294
29,1.3258061408996582
30,1.2745442390441895
31,1.4052062034606934
32,1.3130908012390137
33,1.3253448009490967
34,1.3063015937805176
35,1.321730613708496
36,1.3027000427246094
37,1.4146759510040283
38,1.3828933238983154
39,1.3552343845367432
40,1.28413987159729
41,1.3101589679718018
42,1.3107800483703613
43,1.35038161277771
44,1.3948783874511719
45,1.3221213817596436
46,1.3849425315856934
47,1.40779709815979
48,1.3333334922790527
49,1.353816032409668
