Simulation,elapsed_time
0,131.4230935573578
1,124.72186064720154
2,134.31673002243042
3,121.63189697265625
4,129.40746665000916
5,123.57492232322693
6,122.89787912368774
7,123.7462809085846
8,127.4918737411499
9,125.88464736938477
10,125.69395709037781
11,125.3326997756958
12,124.64450979232788
13,126.371267080307
14,124.36572504043579
15,125.88557934761047
16,126.908855676651
17,129.50140643119812
18,124.8863046169281
19,128.001615524292
20,130.8062493801117
21,125.21604561805725
22,125.28241276741028
23,126.23849821090698
24,125.74311399459839
25,124.7473521232605
26,126.04362177848816
27,127.10696792602539
28,126.28047227859497
29,126.05020451545715
30,128.31953835487366
31,126.38657569885254
32,125.9787290096283
33,125.91559290885925
34,125.84654688835144
35,125.75121736526489
36,123.3927869796753
37,124.09916114807129
38,124.42138528823853
39,129.82902145385742
40,123.0847532749176
41,124.2532787322998
42,131.12565326690674
43,131.46015334129333
44,130.1495485305786
45,123.68120908737183
46,123.90771865844727
47,124.81477737426758
48,124.62811374664307
49,123.6600751876831
