Simulation,elapsed_time
0,2167.506123781204
1,2217.762554883957
2,2115.3627297878265
3,2153.490963935852
4,2297.559692621231
5,2159.0829310417175
6,2179.42014336586
7,2145.8851401805878
8,2517.2141609191895
9,2162.295820713043
10,2129.6042580604553
11,2168.101986646652
12,2139.4191212654114
13,2140.890435695648
14,2226.5159816741943
15,2146.8383464813232
16,2170.363621234894
17,2163.4742817878723
18,2134.9451365470886
19,2167.7727675437927
20,2170.4436979293823
21,2134.1321654319763
22,2160.9771721363068
23,2159.4812014102936
24,2180.994518995285
25,2170.6344532966614
26,2159.9350402355194
27,2186.9107480049133
28,2475.7442529201508
29,2132.10050368309
30,2131.580296754837
31,2347.868681907654
32,2162.968652486801
33,2147.2208182811737
34,2185.772013425827
35,2106.5721287727356
36,2141.4957275390625
37,2154.8079771995544
38,2266.7046580314636
39,2178.4196293354034
40,2228.6228766441345
41,2228.1766226291656
42,2153.929067134857
43,2140.6117327213287
44,2100.486690044403
45,2237.2896535396576
46,2144.4930346012115
47,2144.7097301483154
48,2164.4336507320404
49,2157.2888469696045
