Simulation,elapsed_time
0,44.01396703720093
1,63.35080170631409
2,128.8066442012787
3,123.65081477165222
4,123.54042720794678
5,128.98858523368835
6,128.51342248916626
7,122.8013756275177
8,137.9787859916687
9,137.94486212730408
10,138.53435254096985
11,139.0847249031067
12,44.32826352119446
13,137.93303155899048
14,137.41119146347046
15,137.84985160827637
16,137.6794352531433
17,138.06209564208984
18,138.62837195396423
19,137.78904581069946
20,139.18984150886536
21,129.39793133735657
22,127.40494680404663
23,44.93399977684021
24,129.20861625671387
25,127.70569849014282
26,130.94133186340332
27,128.91631412506104
28,130.1484034061432
29,129.99669003486633
30,129.3086462020874
31,129.9139609336853
32,127.99692940711975
33,129.21251821517944
34,123.92934036254883
35,120.46199488639832
36,110.57242369651794
37,118.8571572303772
38,119.32514452934265
39,119.38530993461609
40,118.60168957710266
41,119.40726065635681
42,118.94570732116699
43,119.13613367080688
44,119.1030547618866
45,123.45205473899841
46,121.34602880477905
47,122.86391353607178
48,126.64586520195007
49,123.41932201385498
