Simulation,elapsed_time
0,1.3624496459960938
1,1.3996624946594238
2,1.3550357818603516
3,1.3852527141571045
4,1.3909327983856201
5,1.4900031089782715
6,1.4360322952270508
7,1.589444875717163
8,1.5089702606201172
9,1.3590192794799805
10,1.4706127643585205
11,1.450101613998413
12,1.388807773590088
13,1.4173121452331543
14,1.4271392822265625
15,1.424475908279419
16,1.298619031906128
17,1.3769023418426514
18,1.4356372356414795
19,1.4385366439819336
20,1.6222591400146484
21,1.4189317226409912
22,1.4972975254058838
23,1.330378532409668
24,1.3910408020019531
25,1.472571849822998
26,1.3817133903503418
27,1.4646620750427246
28,1.6179673671722412
29,1.5064518451690674
30,1.4339823722839355
31,1.4327459335327148
32,1.4634373188018799
33,1.3909046649932861
34,1.4296410083770752
35,1.4283678531646729
36,1.438873052597046
37,1.408170461654663
38,1.392590045928955
39,1.439345359802246
40,1.448897123336792
41,1.4157912731170654
42,1.4531657695770264
43,1.4199800491333008
44,1.4311621189117432
45,1.357861042022705
46,1.3908939361572266
47,1.3195033073425293
48,1.4190168380737305
49,1.4337806701660156
