Simulation,elapsed_time
0,11.280484914779663
1,11.291367530822754
2,11.22000527381897
3,11.309398412704468
4,14.780750513076782
5,11.219769954681396
6,11.324465036392212
7,11.771239757537842
8,11.291600942611694
9,11.355867147445679
10,11.487457990646362
11,11.466144323348999
12,11.393652200698853
13,11.989432573318481
14,11.369325399398804
15,11.304402589797974
16,11.386186122894287
17,11.789193391799927
18,11.253530740737915
19,11.300036430358887
20,11.317280769348145
21,11.296700954437256
22,11.186163425445557
23,11.373629808425903
24,11.334422588348389
25,11.287202835083008
26,11.3285391330719
27,11.457664251327515
28,11.33111047744751
29,11.222111463546753
30,11.317222118377686
31,11.259516716003418
32,11.290662050247192
33,11.326751470565796
34,11.298166751861572
35,11.324256896972656
36,11.266956090927124
37,11.372480869293213
38,11.31749439239502
39,11.278798580169678
40,11.250571489334106
41,11.224772453308105
42,11.319332361221313
43,11.456915616989136
44,11.374535322189331
45,11.48790192604065
46,11.258891105651855
47,11.663028955459595
48,11.281494140625
49,11.21792221069336
