Simulation,elapsed_time
0,1.5469491481781006
1,1.5108613967895508
2,1.5001850128173828
3,1.5283641815185547
4,1.5358686447143555
5,1.5924441814422607
6,1.518005132675171
7,1.5208828449249268
8,1.5534262657165527
9,1.513169288635254
10,1.5207195281982422
11,1.5457746982574463
12,1.5322291851043701
13,1.515634298324585
14,1.5283572673797607
15,1.5179662704467773
16,1.5272605419158936
17,1.5551013946533203
18,1.5240554809570312
19,1.5744566917419434
20,1.50732421875
21,1.5183196067810059
22,1.5574250221252441
23,1.5365068912506104
24,1.5005712509155273
25,1.5071582794189453
26,1.5315814018249512
27,1.5226290225982666
28,1.5080492496490479
29,1.5476489067077637
30,1.5389487743377686
31,1.5188062191009521
32,1.51027250289917
33,1.521885633468628
34,1.5198562145233154
35,1.5412664413452148
36,1.5236570835113525
37,1.5390393733978271
38,1.5141534805297852
39,1.5322999954223633
40,1.5376348495483398
41,1.5382909774780273
42,1.5166423320770264
43,1.5930781364440918
44,1.503732681274414
45,1.50299072265625
46,1.7891168594360352
47,1.520787239074707
48,1.5339360237121582
49,1.524491310119629
