Simulation,elapsed_time
0,112.12527799606323
1,119.57342433929443
2,136.58525443077087
3,137.63148427009583
4,136.4510304927826
5,138.91796374320984
6,136.27931904792786
7,136.73576712608337
8,136.92312264442444
9,138.2834668159485
10,134.88251900672913
11,136.4619812965393
12,138.2046821117401
13,134.79720640182495
14,136.84399366378784
15,135.42141461372375
16,134.7532787322998
17,137.27934408187866
18,136.60047912597656
19,138.26399612426758
20,137.2668972015381
21,137.77964234352112
22,136.9019844532013
23,138.7278871536255
24,137.27400088310242
25,138.70263838768005
26,138.21525502204895
27,137.64768719673157
28,137.86684727668762
29,137.6759753227234
30,138.3969976902008
31,136.63850259780884
32,132.39284205436707
33,134.51589250564575
34,138.8775177001953
35,136.313081741333
36,136.15386247634888
37,134.27815008163452
38,132.07359957695007
39,131.93532037734985
40,133.61865329742432
41,136.5703740119934
42,135.4768946170807
43,136.50509023666382
44,134.3518991470337
45,139.02167510986328
46,141.10074520111084
47,137.7755320072174
48,137.80144906044006
49,139.00359869003296
