Simulation,elapsed_time
0,16.190337419509888
1,16.39288306236267
2,16.143252849578857
3,16.137057542800903
4,16.384270429611206
5,16.251320362091064
6,16.424503803253174
7,16.368385314941406
8,16.277331352233887
9,16.203952312469482
10,16.068118572235107
11,16.096710443496704
12,16.366495370864868
13,15.850452423095703
14,16.297842741012573
15,16.240030527114868
16,16.195383310317993
17,15.935914993286133
18,16.23767399787903
19,16.36593246459961
20,16.33225965499878
21,16.077954292297363
22,15.879768371582031
23,16.73977494239807
24,15.83697247505188
25,16.15117645263672
26,16.262183904647827
27,16.33594274520874
28,15.757235765457153
29,16.093024015426636
30,16.158656120300293
31,16.186333179473877
32,16.15553379058838
33,16.15495991706848
34,16.601013660430908
35,16.003878355026245
36,16.28932809829712
37,16.213624954223633
38,16.467200756072998
39,15.880443096160889
40,15.76638650894165
41,16.18390440940857
42,15.999658107757568
43,16.049410104751587
44,16.172296047210693
45,15.878016948699951
46,16.406455993652344
47,16.20058250427246
48,16.282289028167725
49,16.068272352218628
