Data,Seed,TestProportion,CandidateProportion,SelectorType,ModelType,UniqueErrorsInput,n_estimators,regularization,RashomonThresholdType,RashomonThreshold,Type,Partition,Time,Memory,JobName,Output
Iris,57,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,57IS_PLA0.0,Iris/RandomForestClassification/Raw/57IS_PLA0.0.pkl
Iris,58,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,58IS_UA0.025,Iris/TreeFarms/Raw/58IS_UA0.025.pkl
Iris,58,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,58IS_DA0.025,Iris/TreeFarms/Raw/58IS_DA0.025.pkl
Iris,58,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,58IS_RFA0.0,Iris/RandomForestClassification/Raw/58IS_RFA0.0.pkl
Iris,58,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,58IS_PLA0.0,Iris/RandomForestClassification/Raw/58IS_PLA0.0.pkl
Iris,59,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,59IS_UA0.025,Iris/TreeFarms/Raw/59IS_UA0.025.pkl
Iris,59,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,59IS_PLA0.0,Iris/RandomForestClassification/Raw/59IS_PLA0.0.pkl
Iris,59,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,59IS_DA0.025,Iris/TreeFarms/Raw/59IS_DA0.025.pkl
Iris,59,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,59IS_RFA0.0,Iris/RandomForestClassification/Raw/59IS_RFA0.0.pkl
Iris,60,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,60IS_PLA0.0,Iris/RandomForestClassification/Raw/60IS_PLA0.0.pkl
Iris,60,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,60IS_DA0.025,Iris/TreeFarms/Raw/60IS_DA0.025.pkl
Iris,60,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,60IS_UA0.025,Iris/TreeFarms/Raw/60IS_UA0.025.pkl
Iris,60,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,60IS_RFA0.0,Iris/RandomForestClassification/Raw/60IS_RFA0.0.pkl
Iris,61,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,61IS_PLA0.0,Iris/RandomForestClassification/Raw/61IS_PLA0.0.pkl
Iris,61,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,61IS_DA0.025,Iris/TreeFarms/Raw/61IS_DA0.025.pkl
Iris,61,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,61IS_UA0.025,Iris/TreeFarms/Raw/61IS_UA0.025.pkl
Iris,61,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,61IS_RFA0.0,Iris/RandomForestClassification/Raw/61IS_RFA0.0.pkl
Iris,62,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,62IS_RFA0.0,Iris/RandomForestClassification/Raw/62IS_RFA0.0.pkl
Iris,62,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,62IS_DA0.025,Iris/TreeFarms/Raw/62IS_DA0.025.pkl
Iris,62,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,62IS_PLA0.0,Iris/RandomForestClassification/Raw/62IS_PLA0.0.pkl
Iris,62,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,62IS_UA0.025,Iris/TreeFarms/Raw/62IS_UA0.025.pkl
Iris,63,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,63IS_PLA0.0,Iris/RandomForestClassification/Raw/63IS_PLA0.0.pkl
Iris,63,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,63IS_DA0.025,Iris/TreeFarms/Raw/63IS_DA0.025.pkl
Iris,63,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,63IS_RFA0.0,Iris/RandomForestClassification/Raw/63IS_RFA0.0.pkl
Iris,63,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,63IS_UA0.025,Iris/TreeFarms/Raw/63IS_UA0.025.pkl
Iris,64,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,64IS_DA0.025,Iris/TreeFarms/Raw/64IS_DA0.025.pkl
Iris,64,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,64IS_PLA0.0,Iris/RandomForestClassification/Raw/64IS_PLA0.0.pkl
Iris,64,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,64IS_RFA0.0,Iris/RandomForestClassification/Raw/64IS_RFA0.0.pkl
Iris,64,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,64IS_UA0.025,Iris/TreeFarms/Raw/64IS_UA0.025.pkl
Iris,65,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,65IS_PLA0.0,Iris/RandomForestClassification/Raw/65IS_PLA0.0.pkl
Iris,65,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,65IS_UA0.025,Iris/TreeFarms/Raw/65IS_UA0.025.pkl
Iris,65,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,65IS_DA0.025,Iris/TreeFarms/Raw/65IS_DA0.025.pkl
Iris,65,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,65IS_RFA0.0,Iris/RandomForestClassification/Raw/65IS_RFA0.0.pkl
Iris,66,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,66IS_RFA0.0,Iris/RandomForestClassification/Raw/66IS_RFA0.0.pkl
Iris,66,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,66IS_DA0.025,Iris/TreeFarms/Raw/66IS_DA0.025.pkl
Iris,66,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,66IS_UA0.025,Iris/TreeFarms/Raw/66IS_UA0.025.pkl
Iris,66,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,66IS_PLA0.0,Iris/RandomForestClassification/Raw/66IS_PLA0.0.pkl
Iris,67,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,67IS_RFA0.0,Iris/RandomForestClassification/Raw/67IS_RFA0.0.pkl
Iris,67,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,67IS_UA0.025,Iris/TreeFarms/Raw/67IS_UA0.025.pkl
Iris,67,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,67IS_DA0.025,Iris/TreeFarms/Raw/67IS_DA0.025.pkl
Iris,67,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,67IS_PLA0.0,Iris/RandomForestClassification/Raw/67IS_PLA0.0.pkl
Iris,68,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,68IS_RFA0.0,Iris/RandomForestClassification/Raw/68IS_RFA0.0.pkl
Iris,68,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,68IS_UA0.025,Iris/TreeFarms/Raw/68IS_UA0.025.pkl
Iris,68,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,68IS_DA0.025,Iris/TreeFarms/Raw/68IS_DA0.025.pkl
Iris,68,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,68IS_PLA0.0,Iris/RandomForestClassification/Raw/68IS_PLA0.0.pkl
Iris,69,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,69IS_RFA0.0,Iris/RandomForestClassification/Raw/69IS_RFA0.0.pkl
Iris,69,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,69IS_DA0.025,Iris/TreeFarms/Raw/69IS_DA0.025.pkl
Iris,69,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,69IS_UA0.025,Iris/TreeFarms/Raw/69IS_UA0.025.pkl
Iris,69,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,69IS_PLA0.0,Iris/RandomForestClassification/Raw/69IS_PLA0.0.pkl
Iris,70,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,70IS_DA0.025,Iris/TreeFarms/Raw/70IS_DA0.025.pkl
Iris,70,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,70IS_UA0.025,Iris/TreeFarms/Raw/70IS_UA0.025.pkl
Iris,70,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,70IS_RFA0.0,Iris/RandomForestClassification/Raw/70IS_RFA0.0.pkl
Iris,70,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,70IS_PLA0.0,Iris/RandomForestClassification/Raw/70IS_PLA0.0.pkl
Iris,71,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,71IS_RFA0.0,Iris/RandomForestClassification/Raw/71IS_RFA0.0.pkl
Iris,71,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,71IS_UA0.025,Iris/TreeFarms/Raw/71IS_UA0.025.pkl
Iris,71,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,71IS_PLA0.0,Iris/RandomForestClassification/Raw/71IS_PLA0.0.pkl
Iris,71,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,71IS_DA0.025,Iris/TreeFarms/Raw/71IS_DA0.025.pkl
Iris,72,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,72IS_UA0.025,Iris/TreeFarms/Raw/72IS_UA0.025.pkl
Iris,72,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,72IS_DA0.025,Iris/TreeFarms/Raw/72IS_DA0.025.pkl
Iris,72,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,72IS_PLA0.0,Iris/RandomForestClassification/Raw/72IS_PLA0.0.pkl
Iris,72,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,72IS_RFA0.0,Iris/RandomForestClassification/Raw/72IS_RFA0.0.pkl
Iris,73,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,73IS_RFA0.0,Iris/RandomForestClassification/Raw/73IS_RFA0.0.pkl
Iris,73,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,73IS_DA0.025,Iris/TreeFarms/Raw/73IS_DA0.025.pkl
Iris,73,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,73IS_PLA0.0,Iris/RandomForestClassification/Raw/73IS_PLA0.0.pkl
Iris,73,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,73IS_UA0.025,Iris/TreeFarms/Raw/73IS_UA0.025.pkl
Iris,74,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,74IS_PLA0.0,Iris/RandomForestClassification/Raw/74IS_PLA0.0.pkl
Iris,74,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,74IS_UA0.025,Iris/TreeFarms/Raw/74IS_UA0.025.pkl
Iris,74,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,74IS_DA0.025,Iris/TreeFarms/Raw/74IS_DA0.025.pkl
Iris,74,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,74IS_RFA0.0,Iris/RandomForestClassification/Raw/74IS_RFA0.0.pkl
Iris,75,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,75IS_UA0.025,Iris/TreeFarms/Raw/75IS_UA0.025.pkl
Iris,75,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,75IS_PLA0.0,Iris/RandomForestClassification/Raw/75IS_PLA0.0.pkl
Iris,75,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,75IS_DA0.025,Iris/TreeFarms/Raw/75IS_DA0.025.pkl
Iris,75,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,75IS_RFA0.0,Iris/RandomForestClassification/Raw/75IS_RFA0.0.pkl
Iris,76,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,76IS_PLA0.0,Iris/RandomForestClassification/Raw/76IS_PLA0.0.pkl
Iris,76,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,76IS_DA0.025,Iris/TreeFarms/Raw/76IS_DA0.025.pkl
Iris,76,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,76IS_UA0.025,Iris/TreeFarms/Raw/76IS_UA0.025.pkl
Iris,76,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,76IS_RFA0.0,Iris/RandomForestClassification/Raw/76IS_RFA0.0.pkl
Iris,77,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,77IS_UA0.025,Iris/TreeFarms/Raw/77IS_UA0.025.pkl
Iris,77,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,77IS_PLA0.0,Iris/RandomForestClassification/Raw/77IS_PLA0.0.pkl
Iris,77,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,77IS_DA0.025,Iris/TreeFarms/Raw/77IS_DA0.025.pkl
Iris,77,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,77IS_RFA0.0,Iris/RandomForestClassification/Raw/77IS_RFA0.0.pkl
Iris,78,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,78IS_RFA0.0,Iris/RandomForestClassification/Raw/78IS_RFA0.0.pkl
Iris,78,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,78IS_PLA0.0,Iris/RandomForestClassification/Raw/78IS_PLA0.0.pkl
Iris,78,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,78IS_UA0.025,Iris/TreeFarms/Raw/78IS_UA0.025.pkl
Iris,78,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,78IS_DA0.025,Iris/TreeFarms/Raw/78IS_DA0.025.pkl
Iris,79,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,79IS_RFA0.0,Iris/RandomForestClassification/Raw/79IS_RFA0.0.pkl
Iris,79,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,79IS_UA0.025,Iris/TreeFarms/Raw/79IS_UA0.025.pkl
Iris,79,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,79IS_DA0.025,Iris/TreeFarms/Raw/79IS_DA0.025.pkl
Iris,79,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,79IS_PLA0.0,Iris/RandomForestClassification/Raw/79IS_PLA0.0.pkl
Iris,80,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,80IS_DA0.025,Iris/TreeFarms/Raw/80IS_DA0.025.pkl
Iris,80,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,80IS_PLA0.0,Iris/RandomForestClassification/Raw/80IS_PLA0.0.pkl
Iris,80,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,80IS_UA0.025,Iris/TreeFarms/Raw/80IS_UA0.025.pkl
Iris,80,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,80IS_RFA0.0,Iris/RandomForestClassification/Raw/80IS_RFA0.0.pkl
Iris,81,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,81IS_UA0.025,Iris/TreeFarms/Raw/81IS_UA0.025.pkl
Iris,81,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,81IS_PLA0.0,Iris/RandomForestClassification/Raw/81IS_PLA0.0.pkl
Iris,81,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,81IS_RFA0.0,Iris/RandomForestClassification/Raw/81IS_RFA0.0.pkl
Iris,81,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,81IS_DA0.025,Iris/TreeFarms/Raw/81IS_DA0.025.pkl
Iris,82,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,82IS_PLA0.0,Iris/RandomForestClassification/Raw/82IS_PLA0.0.pkl
Iris,82,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,82IS_DA0.025,Iris/TreeFarms/Raw/82IS_DA0.025.pkl
Iris,82,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,82IS_UA0.025,Iris/TreeFarms/Raw/82IS_UA0.025.pkl
Iris,82,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,82IS_RFA0.0,Iris/RandomForestClassification/Raw/82IS_RFA0.0.pkl
Iris,83,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,83IS_RFA0.0,Iris/RandomForestClassification/Raw/83IS_RFA0.0.pkl
Iris,83,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,83IS_UA0.025,Iris/TreeFarms/Raw/83IS_UA0.025.pkl
Iris,83,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,83IS_PLA0.0,Iris/RandomForestClassification/Raw/83IS_PLA0.0.pkl
Iris,83,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,83IS_DA0.025,Iris/TreeFarms/Raw/83IS_DA0.025.pkl
Iris,84,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,84IS_PLA0.0,Iris/RandomForestClassification/Raw/84IS_PLA0.0.pkl
Iris,84,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,84IS_UA0.025,Iris/TreeFarms/Raw/84IS_UA0.025.pkl
Iris,84,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,84IS_RFA0.0,Iris/RandomForestClassification/Raw/84IS_RFA0.0.pkl
Iris,84,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,84IS_DA0.025,Iris/TreeFarms/Raw/84IS_DA0.025.pkl
Iris,85,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,85IS_RFA0.0,Iris/RandomForestClassification/Raw/85IS_RFA0.0.pkl
Iris,85,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,85IS_PLA0.0,Iris/RandomForestClassification/Raw/85IS_PLA0.0.pkl
Iris,85,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,85IS_UA0.025,Iris/TreeFarms/Raw/85IS_UA0.025.pkl
Iris,85,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,85IS_DA0.025,Iris/TreeFarms/Raw/85IS_DA0.025.pkl
Iris,86,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,86IS_PLA0.0,Iris/RandomForestClassification/Raw/86IS_PLA0.0.pkl
Iris,86,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,86IS_UA0.025,Iris/TreeFarms/Raw/86IS_UA0.025.pkl
Iris,86,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,86IS_DA0.025,Iris/TreeFarms/Raw/86IS_DA0.025.pkl
Iris,86,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,86IS_RFA0.0,Iris/RandomForestClassification/Raw/86IS_RFA0.0.pkl
Iris,87,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,1,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,87IS_UA0.025,Iris/TreeFarms/Raw/87IS_UA0.025.pkl
Iris,87,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,87IS_DA0.025,Iris/TreeFarms/Raw/87IS_DA0.025.pkl
Iris,87,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,87IS_RFA0.0,Iris/RandomForestClassification/Raw/87IS_RFA0.0.pkl
Iris,87,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,87IS_PLA0.0,Iris/RandomForestClassification/Raw/87IS_PLA0.0.pkl
Iris,88,0.2,0.8,TreeEnsembleQBCFunction,RandomForestClassificationFunction,0,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,88IS_RFA0.0,Iris/RandomForestClassification/Raw/88IS_RFA0.0.pkl
Iris,88,0.2,0.8,TreeEnsembleQBCFunction,TreeFarmsFunction,0,100,0.01,Adder,0.025,Classification,short,0:59:00,1000M,88IS_DA0.025,Iris/TreeFarms/Raw/88IS_DA0.025.pkl
Iris,88,0.2,0.8,PassiveLearning,RandomForestClassificationFunction,1,100,0.01,Adder,0.0,Classification,short,00:59:00,1000,88IS_PLA0.0,Iris/RandomForestClassification/Raw/88IS_PLA0.0.pkl
