Simulation,elapsed_time
0,15.913609981536865
1,15.570072412490845
2,16.010092973709106
3,15.51596450805664
4,15.285486936569214
5,14.99062991142273
6,15.23035454750061
7,15.239574909210205
8,15.198861360549927
9,15.098186254501343
10,15.404258966445923
11,15.203261137008667
12,16.31510019302368
13,15.329191446304321
14,15.301796197891235
15,15.286269426345825
16,14.949110269546509
17,15.115039110183716
18,15.13386845588684
19,15.552247762680054
20,15.145493745803833
21,15.228729009628296
22,15.353899478912354
23,16.064254999160767
24,15.23062515258789
25,15.099897384643555
26,15.24835729598999
27,15.048848390579224
28,14.958492517471313
29,14.93868112564087
30,13.462895631790161
31,13.386506080627441
32,13.770949363708496
33,13.526944637298584
34,15.694916486740112
35,13.841318607330322
36,13.40002727508545
37,13.419886350631714
38,13.58530855178833
39,13.580373764038086
40,13.509285926818848
41,13.721578598022461
42,13.513768434524536
43,13.628176927566528
44,14.06611442565918
45,15.92044734954834
46,16.108970403671265
47,15.668092250823975
48,15.825284957885742
49,16.130991458892822
