Simulation,elapsed_time
0,6.308720111846924
1,6.575523614883423
2,6.424096584320068
3,6.3055195808410645
4,6.337612867355347
5,6.280625104904175
6,6.044223070144653
7,6.076051235198975
8,6.287500858306885
9,5.898302316665649
10,6.027276515960693
11,7.4832069873809814
12,6.228668928146362
13,5.851966381072998
14,5.754777908325195
15,5.810147285461426
16,5.881881475448608
17,7.469923496246338
18,5.868520498275757
19,5.750241279602051
20,6.493511199951172
21,5.870755434036255
22,6.460739850997925
23,6.040320634841919
24,5.767079591751099
25,5.855892658233643
26,5.833247661590576
27,5.976903915405273
28,5.90332555770874
29,5.810040235519409
30,5.893225431442261
31,5.80660343170166
32,5.778886079788208
33,5.796470642089844
34,6.489967346191406
35,5.895602703094482
36,5.812944412231445
37,5.783321857452393
38,6.0929155349731445
39,6.692738771438599
40,6.69145655632019
41,7.481295347213745
42,6.024988412857056
43,7.459781169891357
44,5.772521257400513
45,6.373139381408691
46,6.609861135482788
47,6.398086309432983
48,6.095280408859253
49,6.111782789230347
